bangla_speech ,banglish_speech ,mymensingh_bangla_speech ,mymensingh_banglish_speech ,region_name ,english_speech
প্রথম দিকে আমি খারাপ ব্যবহার করতাম,prothom dike ami kharap bebohar kortam,প্রথম দিকে আমি খারাপ ব্যবহার করতাম,prothom dike ami kharap bebohar kortam,Mymensingh,At first I used to misbehave
প্রথমবার ঠকার পর একটা ভয় ঢুকে গেছিলো ভিতরে,prothombar thokar por ekta voy dhuke gechilo vitore,প্রথমবার ঠকার পর একটা ভয় ঢুইক্কা গেসিলো ভিতরে,prothombar thokar por ekta voy dhuikka gesiloo vitore,Mymensingh,"After the first time, a fear entered inside"
তাকে আমি বলে নিছিলাম যে আমার তোমাকে বিশ্বাস করতে সময় লাগবে,take ami bole nichilam je amar tomake bisshsas korte somoy lagbe,তারে আমি কয়া নিসিলাম যে আমার তোমারে বিশ্বাস করতে সময় লাগব,tare ami koya nisilam je amar tomare bishsas korte somoy lagbo,Mymensingh,I told him that I will take time to trust you
সে বলছিলো সমস্যা নাই,se bolchilo somossa nai,হেয় কইসিলো সমস্যা নাই,hey koisilo somossa nai,Mymensingh,He said no problem
আমি তোমার পাশে আছি,ami tomar pashe achi,আমি তোমার পাশে আসি,ami tomar pashe asi,Mymensingh,I'm on your side
তোমার সব কথা মেনে নিবো,tomar sob kotha mene nibo,তোমার সব কথা মাইন্না নিমু,tomar sob kotha mainna nimu,Mymensingh,I will accept all your words
ঝে মাঝে ঝগড়া হতো কিন্তু সেইদিনই সব ঠিক হয়ে যাইতো,majhe majhe jhogra hoto kintu seidini sob thik hoye jaito,মাঝে মাঝে ঝগড়া হইতো কিন্তু হেইদিনই সব ঠিক হয়া যাইতো,majhe majhe jhogra hoito kintu heidin e sob thik hoya jaito,Mymensingh,Sometimes there would be quarrels but on that day everything would be fine
সে আমার ছোট ছোট পছন্দের জিনিসও খেয়াল রাখতো,se amar choto choto pochonder jinish o kheyal rakhto,হেয় আমার ছোট ছোট পসন্দের জিনিসও খেয়াল রাখতো,hey amar choto choto posonder jinis o kheyal rakhto,Mymensingh,He also took care of my small preferences
দ্বিতীয় জনকে পেয়ে নিজেকে খুব ভাগ্যবতী মনে হতো,ditio jonke peye nijeke khub vaggboti mone hoto,দ্বিতীয় জনরে পায়া নিজেরে খুব ভাগ্যবতী মনে হইতো,ditiyo jonre paya nijere khub vaggoboti mone hoito,Mymensingh,I felt very lucky to have a second one
আমার সাথে বাজে ব্যবহার করতে থাকলো,amar sathe baje bebohar korte thaklo,আমার লগে বাজে ব্যবহার করতে থাকলো,amar loge baje bebohar korte thaklo,Mymensingh,He started misbehaving with me
ততোদিনে আমি তার প্রতি অনেকটাই দুর্বল হয়ে গেছি,totodine ami tar proti onektai durbol hoye gechi,ততোদিনে আমি হের প্রতি অনেকটাই দুর্বল হয়া গেসি,totodine ami her proti onektai durbol hoya gesi,Mymensingh,By then I had become very weak towards him
সে আমাকে ঝগড়া হলেই সব সময় অপমান করে,se amake jhogra holei sob somoy opoman kore,হেয় আমারে ঝগড়া হইলেই সব সময় অফমান করে,hey amare jhogra hoilei sob somoy ofoman kore,Mymensingh,He always insults me when we quarrel
পরিবার তুলে গালি দেয়,poribar tule gali dey,পরিবার তুইল্লা গালি দেয়,poribar tuilla gali dey,Mymensingh,The family scolds
আমি দ্বিতীয় বার ভালোবেসেও ঠকে গেছি,ami ditiyo bar valobeseo thoke gechi,আমি দ্বিতীয় বার ভালোবাইসাও ঠইক্কা গেসি,ami ditiyo bar valobaisao thoikka gesi,Mymensingh,I fell in love for the second time
তবে আমি তাকে এখনো ভালোবাসি,tobe ami take ekhono valobashi,তবে আমি তারে এহনো ভালবাসি,tobe ami tare ehno valobasi,Mymensingh,But I still love him
তার দেয়া কথা গুলা মাঝে মাঝে মনে পড়লে অনেক হাসি আসে,tar deya kotha gula majhe majhe mone porle onek hashi ase,হের দেয়া কথা গুলা মাঝে মাঝে মনে পড়লে অনেক হাসি আয়,her deya kotha gula majhe majhe mone porle onek hasi ay,Mymensingh,"When I remember his words sometimes, I smile a lot"
তার কি একটুও মনে পড়ে না আগের দিনের কথা?,tar ki ektuo mone pore na ager diner kotha?,তার কি একটুও মনে পড়ে না আগের দিনের কথা?,tar ki ektuo mone pore na ager diner kotha?,Mymensingh,Does he not remember the previous day?
সে কিভাবে পারলো এতো স্বপ্ন দেখানোর পরে আমাকে ঠকাইতে?,se kivabe parlo eto sopno dekhanor pore amake thokaite?,হেয় কেমনে পারলো এতো স্বপ্ন দেহানোর পরে আমারে ঠকাইতে?,hey kemne parlo eto sbopno dehanor pore amare thokaite?,Mymensingh,How could he deceive me after showing so many dreams?
এখন নিজেকেই আর বিশ্বাস করতে পারি না,ekhon nijekei ar bisshas korte pari na,এহন নিজেরেই আর বিশ্বাস করতে পারি না,ehon nijerei ar bishsas korte pari na.,Mymensingh,I can't believe myself anymore
কি ছিলাম আর কি হলাম,ki chilam ar ki holam,কি ছিলাম আর কি হইলাম,ki chilam ar ki hoilam,Mymensingh,What I was and what I have become
আমার বিয়ের বয়স ২২ মাস,amar biyer boyos 22 mash,আমার বিয়ার বয়স ২২ মাস,amar biyar boyos 22 mas,Mymensingh,My marriage is 22 months
আমার ৮ মাসের একটা ছেলে বাবু আছে,amar 8 maser ekta chele babu ache,আমার ৮ মাসের একটা ছেলে বাবু আছে,amar 8 maser ekta chele babu ache,Mymensingh,I have an 8 month old son
এই করোনায় অনার্স ফাইনাল ইয়ারে থাকাকালীন বিয়ে হয়ে যায় আমার,ei coronay honour's final year thakakalin biye hoye jay amar,এই করোনায় অনার্স ফাইনাল ইয়ারে থাকাকালীন বিয়া হয়া যায় আমার,ei coronay honours final year thakakalin biya hoya jay amar,Mymensingh,I got married during my honors final year in Corona
আমি গনিতে অনার্স করতেছিলাম,ami gonite honour's kortechilam.,আমি গনিতে অনার্স করতাসিলাম,ami gonite honours kortasilam,Mymensingh,I was doing honors in Goni
এদিকে যার সাথে বিয়ে হয় সে অশিক্ষিত,edike jar sathe biye hoy se oshikkhito,এদিকে যার সাথে বিয়া হয় হেয় অশিক্ষিত,edike jar sathe biya hoy hey oshikkhito,Mymensingh,"On the other hand, the one who gets married is uneducated"
সে স্কুলেই যাইনি কখনো,se school e jaini kokhono,হেয় স্কুলেই যায় নাই কহনো,hey school ei jay nai kohono,Mymensingh,He never went to school
"বিয়ের সময় বলছিলো ছেলে শিক্ষিত,ঢাকায় চাকরি করে","biyer somoy bolchilo chele shikkhito,dhakay chakri kore","বিয়ের সময় কইসিলো পোলা শিক্ষিত,ঢাকায় চাকরি করে","biyer somoy koisilo pola shikkhito,dhakay chakri kore",Mymensingh,"At the time of marriage, the son said that he was educated and working in Dhaka"
আমার বর ছোটবেলায় তার মা হারায়,amar bor chotobelay tar ma haray,আমার বর ছোটবেলায় তার মা হারায়,amar bor chotobelay tar ma haray,Mymensingh,My husband lost his mother when he was young
বিয়ের সময় বলছিলো বরের বাড়ি আছে,biyer somoy bolchilo borer bari ache,বিয়ার সময় কইসিল বরের বাড়ি আসে,biyar somoy koisil borer bari ase,Mymensingh,"At the time of marriage, it was said that the groom has a house"
এসব নিয়ে আমি সমস্যা করি নি,esob niye ami somossa kori ni,এইসব নিয়া আমি সমস্যা করি নাই,eisob niya ami somossa kori nai,Mymensingh,I have no problem with these
বোনকে বাসায় পাঠিয়ে দিয়েছি,bonke basay pathiye diyechi,বইনরে বাসায় পাঠায়া দিসি,boinre basay pathaya disi,Mymensingh,I have sent my sister home
আমি এক কাপড়ে বাসা থেকে বের হয়ে এসেছি,ami ek kapore basha theke ber hoye esechi,আমি এক কাপড়ে বাসা থাইক্কা বাইর হয়া আইসি,ami ek kapore basa thaikka bair hoya aisi,Mymensingh,I came out of the house in one cloth
কাল ঘটনাটা শোনার পর থেকে আমার দম বন্ধ লাগছিল,kal ghotonata shonar por theke amar dom bondho lagchilo,কাল ঘটনাটা হুনার পর থাইক্কা আমার দম বন্ধ লাগতাসিল,kal ghotonata hunar por thaikka amar dom bondho lagtasilo,Mymensingh,I felt choked up after hearing the incident yesterday
আমার স্বামী বাসায় ফিরলেই আমার কোলে মাথা রাখে,amar sami basay firlei amar kole matha rakhe,আমার জামাই বাসায় ফিরলেই আমার কোলে মাথা রাখে,amar jamai basay firlei amar kole matha rakhe,Mymensingh,My husband puts his head on my lap when he comes home
আমি একজন মেয়ে বয়স ২৩ বছর,ami ekjon meye boyosh ২৩  bochor,আমি একজন মাইয়া বয়স ২৩ বছর,ami ekjon maiya boyos 23 bochor,Mymensingh,I am a girl age 23 years
আমার বিয়ে হয়েছে ১ মাস,amar biye hoyeche ১ mash,আমার বিয়া হইসে ১ মাস,amar biya hoise 1 mas,Mymensingh,I have been married for 1 month
আমার স্বামী ভালো অনেক,amar shami valo onek,আমার জামাই ভালা মেলা,amar jamai vala mela,Mymensingh,My husband is very good
আমি কিছুই জানতাম না,ami kichui jantam na,আমি কিসুই জানতাম না,ami kisui jantam na,Mymensingh,I knew nothing
কি হবে তার জন্য কেঁদে?,ki hobe tar jonno kede?,কি হবে তার জন্য কাইন্দা?,ki hobe tar jonno kainda?,Mymensingh,What will happen to him cry?
সে তো বুঝবেনা,se to bujhbena,হেয় তো বুঝবনা,hey to bujhbona,Mymensingh,He won't understand
তুমি বোকার মতো তাকে নিয়ে ভেবে বসে থাকবে কেন,tumi bokar moto take niye vebe bose thakbe keno,তুমি বেক্কলের মতো তারে নিয়া ভাইব্বা বয়া থাকব কেরে,tumi bekkoler moto tare niya vaibba boya thakbo kere,Mymensingh,Why are you thinking about him like a fool?
আমার ইচ্ছা আমি ভাব্বো ,amar iccha ami vabbo,আমার ইচ্ছা আমি ভাব্বাম ,amar iccha ami vabbam ,Mymensingh,I wish I thought
আমি তো বোকাই ,ami to bokai,আমি তো বেক্কলই ,ami to bekkol e,Mymensingh,I'm stupid
আমি কি বোকা? ,ami ki boka?,আমি কিতা বেক্কল? ,ami kita bekkol?,Mymensingh,Am I stupid?
তুমি অনেক চালাক,tumi onek chalak,তুমি মেলা চালাক,tumi mela calak,Mymensingh,you are very clever
আমি বার বার ভালোবেসে ঠকে গেছি,ami bar bar valobeshe thoke gechi,আমি বার বার ভালোবাইসসা ঠইক্কা গেসি,ami bar bar valobaissa thoikka gesi,Mymensingh,I have fallen in love again and again
ভালোবাসা অনেক কষ্টের ,valobasa onek koshter,ভালবাসা মেলা কষ্টের ,valobasa mela koshter ,Mymensingh,Love is very difficult
তোমার এক ফোটা হাসি দেখার জন্য বসে আছি ,tomar ek fota hasi dekhar jonno bose achi,তোমার এক ফোটা হাসি দেহনের লাইজ্ঞা বয়া আসি ,tomar ek fota hasi dehoner laigga boya asi ,Mymensingh,I am sitting to see a drop of your smile
একটু আগেই ঝাড়ু দেওয়া হয়েছে,ektu agei jharu deoya hoyeche,একটু আগেই ঝাড়ু দেওয়ন হইসে,ektu agei jharu dewon hoise,Mymensingh,It was swept a little earlier
পানি দিয়ে মুছে দেওয়া হয়েছে,pani diye muche deoya hoyeche,পানি দিয়া মুইচ্ছা দেওয়ন হইসে,pani diya muiccha dewon hoise,Mymensingh,Removed with water
শিক্ষার্থী নতুন ভর্তি হয়েছে ,shikkharthi notun vorti hoyeche,শিক্ষার্থী নতুন ভর্তি হইসে ,shikkharthi notun vorti hise ,Mymensingh,Students are newly admitted
এলাকায় আগুন লেগেছে,elakay agun legeche,এলাকায় আগুন লাগসে,elakay agun lagse,Mymensingh,There is a fire in the area
আমার নানা অসুস্থ ,amar nana osustho,আমার নানা অসুস্থ ,amar nana osustho,Mymensingh,My grandmother is sick
অনেক শিক্ষার্থী নতুন ভর্তি হয়েছে ,onek shikkharthi notun vorti hoyeche,অনেক ছাত্র ছাত্রী  নতুন ভর্তি হইসে ,onek chatro chatri  notun vorti hoise ,Mymensingh,Many students are newly admitted
রোগীকে হাসপাতালে থাকতে হবে,rogike hospitale  thakte hobe,রোগীরে হাসপাতালে থাকতে হইব,rogire hospital e thakte hoibo,Mymensingh,The patient must stay in the hospital
নানাকে দেখতে গিয়েছিলাম ,nanake dekhte giyechilam,নানাকে দেখতে গেসিলাম ,nanake dekhte gesilam,Mymensingh,I went to see Nana
আমি আগে দেখিনি,ami age dekhini,আমি আগে দেহি নাই,ami age dehi nai,Mymensingh,I haven't seen it before
নানা আমাকে দেখে খুব খুশি হলো,nana amake dekhe khub khushi holo,নানা আমারে দেইক্ষা খুব খুশি হইল,nana amare deikkha khub khushi hoilo,Mymensingh,Nana was very happy to see me
সেটা একধরনের যোগাযোগ,seta ekdhoroner jogajog,হেইডা একধরনের যোগাযোগ,heida ekdhoroner jogajog,Mymensingh,It is a form of communication
আমি গতকাল স্কুলে আসিনি,ami gotokal school e ashini,আমি গতকাল ইস্কুলে আইনাই,ami gotokal school e ainai,Mymensingh,I didn't come to school yesterday
তাদেও কেও স্কুলে আসেনি ,tadero keo school e asheni,হেরার কেও ইস্কুলে আয়নাই ,herar keo school e aynai ,Mymensingh,Still no one came to school
তাদের জানার কথা নয়,tader janar kotha noy,হেরার জানার কথা না,herar janar kotha na,Mymensingh,They are not supposed to know
বড়ো মামা  বিদেশ থেকে এসেছেন,boro mama  bidesh theke esechen,বড় মামা  বিদেশ থাইক্কা আইসেন,boro mama  bidesh thaikka aisen,Mymensingh,Great uncle came from abroad
ক্লাসে কোন বিষয় নিয়ে কথা বলছিলেন?,class e kon bishoy niye kotha bolchilen?,ক্লাসে কোন বিষয় নিয়া কথা কইসিলেন?,class e kono bishoy niya kotha koisilen?,Mymensingh,What topics were you talking about in class?
কেন পলাশের কথায় বিরক্ত হয়েছিল,keno polasher kothay birokto hoyechilo?,কেরে পলাশের কথায় বিরক্ত হইসিল?,kere polasher kothay birokto hoisilo?,Mymensingh,Ken was annoyed by Palash's words
ইচ্ছা ছিল কোনো জায়গায় ঘুরতে যাব,iccha chilo kono jaygay ghurte jabo,ইচ্ছা আসিল কোনো জায়গায় ঘুরতাম যায়াম,iccha asilo kono jaygay ghurtam jayam,Mymensingh,I wanted to go somewhere
অনেকবার লালবাগ কেল্লার কথা শুনেছি,onekbar lalbag kellar kotha shunechi,অনেকবার লালবাগ কেল্লার কথা হুনসি,onekbar lalbag kellar kotha hunsi,Mymensingh,I have heard about Lalbagh Fort many times
ঠিক করা হলো সবাই মিলে সেখানে যাব,thik kora holo sobai mile sekhane jabo,ঠিক করা হইলো সবাই মিল্লা ওইহানে যায়াম,thik kora hoilo sobai milla oihane jayam,Mymensingh,It was decided that we will all go there together
আমার মামাতো বোনও যেতে চাইল,amar mamato bon o jete chailo,আমার মামাতো বইনও যাইতে চাইল,amar mamato boino jaite chailo,Mymensingh,My cousin also wanted to go
লিখে শিক্ষকের কাছে জমা দাও,likhe shikhoker kache joma dao,লেইক্ষা শিক্ষকের কাছে জমা দেও,leikkha shikhoker kache joma deo,Mymensingh,Write and submit to the teacher
সব অঞ্চলের মানুষের ভাষা এক রকমের নয়,sob oncholer manusher vasha ek rokomer noy,বেগ অঞ্চলের মাইনষের ভাষা এক রহমের না,beg oncoler mainsher vasha ek rohmer na,Mymensingh,The language of the people of all regions is not the same
অনেক শব্দের উচ্চারণ আলাদা হয়,onek shobder uccharon alada hoy,মেলা শব্দের উচ্চারণ আলাদা হয়,mela shobder uccaron alada hoy,Mymensingh,Many words have different pronunciations
দক্ষিণের জেলা কক্সবাজার,dokkhiner jela cox's bazar,দক্ষিণের জেলা কক্সবাজার,dokkhiner jela cox'ss bazar,Mymensingh,South District Cox's Bazar
সাড়ে চারটায় সবার মাঠে আসার কথা,sare chartay shobar mathe ashar kotha,সাড়ে চারটায় বেহের মাঠে আওনের কথা,sare chartay beher mathe awner kotha,Mymensingh,Everyone is supposed to come to the field at half past four
আজ কোনো খেলা হবে না ,aj kono khela hobe na,আইজ কোন খেলা হইতো না ,aij kono khela hoito na ,Mymensingh,There will be no game today
একটা পোড়োবাড়ি আছে,ekta porabari ache,একটা পোড়োবাড়ি আসে,ekta porabari ase,Mymensingh,There is a family home
এখানে কী করছো তোমরা?,ekhane ki korcho tomra?,এইহানে কী করতাসো তোমরা?,eihane ki kortaso tomra?,Mymensingh,What are you doing here?
চারপাশে কত বড়ো বড়ো গাছ!,charopashe koto boro boro gach,চাইরপাশে কত বড় বড় গাছ,chairpashe koto boro boro gach,Mymensingh,How many big trees around!
দিনের বেলাতেও বাড়ির ভিতরটা অন্ধকার হয়ে থাকে,diner belateo barir vitorta ondhokar,দিনের বেলাতেও বাড়ির ভিতরডা অন্ধকার হয়া থাকে,diner belateo barir vitorda ondhokar hoya thake,Mymensingh,The interior of the house is dark even during the day
রেলগাড়ি চলে রেললাইনের উপর দিয়ে,railgari chole railline er upor diye,রেলগাড়ি চলে রেললাইনের উপরে দিয়া,rail gari cole railline er upore diya,Mymensingh,Trains run on railway tracks
উপহার পেতে প্রত্যেকের ভালো লাগে,upohar pete protteker valo lage,উপহার পাইতে বেহের ভালা লাগে,upohar paite beher vala lage,Mymensingh,Everyone likes to receive gifts
অচেনা লোকের উপহার গ্রহণ করি না,ochena loker upohar grohon kori na,অচেনা লোকের উপহার গ্রহণ করি না,ocena loker upohar grohon kori na,Mymensingh,Do not accept gifts from strangers
উপহার দিতে অনেকের ভালো লাগে,upohar dite oneker valo lage,উপহার দিতে অনেকের ভালা লাগে,upohar dite oneker vala lage,Mymensingh,Many people like to give gifts
খেলার মাঠে আমরা রোজ খেলতে যাই,khelar mathe amra roj khelte jai,খেলার মাঠে আমরা রোজ খেলতাম যাই,khelar mathe amra roj kheltam jai,Mymensingh,We go to play in the playground every day
এক চানাচুরওয়ালাকে দেখা যায়,ek chanachurwalake dekha jay,এক চানাচুরওয়ালারে দেহন যায়,ek canacurwalare dehon jay,Mymensingh,A Chanachurwala is seen
তিনি চানাচুর বিক্রি করতে আসেন,tini canachur bikri korte ashen,হেয় চানাচুর বেচতে  আয়,hey canacur becte  ay,Mymensingh,He came to sell Chanachur
তুমি ভালো আছ জেনে খুশি হলাম,tumi valo acho jene khushi holam,তুমি ভালা আস জাইন্না খুশি হইলাম,tumi vala aso jainna khushi hoilam,Mymensingh,Glad to know you are well
চিঠি সাধারণত খামে ভরে পাঠানো হয়,cithi sadharonoto khame vore pathano hoy,চিঠি সাধারণত খামে ভইরা পাঠানো হয়,cithi sadharonoto khame voira pathano hoy,Mymensingh,Letters are usually sent in envelopes
"খাওয়া-দাওয়ার কথা বলে লাভ নেই, দুঃখ পাবে","khawya dawyar kotha bole labh nai , dhukko pabe","খাওয়া-দাওয়ার কথা কয়া লাভ নাই, দুঃখ পাইবা","khawa-dawar kotha koya lav nai, dukkho paiba",Mymensingh,"There is no use in talking about eating and drinking, you will get sad"
তবে বেঁচে আছি ও খুব ভালো আছি,tobe beche achi o khub valo achi,তবে বাইচ্চা আসি ও খুব ভালা আসি,tobe baicca asi o khub vala asi,Mymensingh,But I am alive and well
তোমরা ভালো আছ জেনে খুশি হলাম,tomra valo acho jene khushi holam,তোমরা ভালা আস জাইন্না খুশি হইলাম,tomra vala aso jainna khushi hoilam,Mymensingh,Glad to know you are well
আমার জন্য বেশি চিন্তা কোরো না,amar jonno beshi chinta koro na,আমার লাইজ্ঞা বেশি চিন্তা কইরো না,amar laigga beshi cinta koiro na,Mymensingh,Don't worry too much about me
এখন ঘরে ঘরে টেলিভিশন দেখা যায়,ekhon ghore ghore television dekha jay,এহন ঘরে ঘরে টেলিভিশন দেহন যায়,ehon ghore ghore telivision dehon jay,Mymensingh,Now television can be seen in every house
"টেলিভিশনে কথা শোনা যায়, ছবিও দেখা যায়","televisione kotha shona jay, chobio dekha jay","টেলিভিশনে কথা হুনা যায়, ছবিও দেহা যায়","telivision e kotha huna jay, chobio deha jay",Mymensingh,"Talk can be heard on television, pictures can also be seen"
রেডিওতে কেবল কথা শোনা যায়,radiote kebol kotha shona jay,রেডিওতে কেবল কথা হুনা যায়,radio te kebol kotha huna jay,Mymensingh,Only talk can be heard on the radio
হাজার বছর আগে সব পুরুষই পরত ধুতি পরত ,hajar bochor age sob purushi  dhuti porto,হাজার বছর আগে বেগ পুরুষই পরত ধুতি পরত ,hajar bochor age beg purushi porot dhuti porto,Mymensingh,Thousands of years ago all men wore dhoti
তখনো মেয়েরা আঁচল টেনে ঘোমটা দিত,tokhono meyera achol tene ghomta dito,তহনো মাইয়ারা আঁচল টাইন্না ঘোমটা দিত,tohno maiyara acol tainna ghomta dito,Mymensingh,"At that time, girls used to wear veils"
ভাত বাঙালির বহুকালের প্রিয় খাদ্য,vat bangalir bohukaler priyo khaddo,ভাত বাঙালির মেলাকালের প্রিয় খাদ্য,vat bangalir melakaler priyo khaddo,Mymensingh,Rice is a long time favorite food of Bengalis
মেয়েরা বাগান করতে ভালোবাসত,meyera bagan korte valobasto,মাইয়ারা বাগান করতে ভালোবাসত,maiyara bagan korte valobasto,Mymensingh,Girls loved gardening
মেয়েরা সাঁতার কাটতে ভালোবাসত,meyera satar katte valobasto,মাইয়ারা সাঁতার কাটতে ভালোবাসত,maiyara satar katte valobasto,Mymensingh,The girls loved to swim
ধনী লোকেরা ঘোড়া আর হাতির খেলা দেখত,dhoni lokera ghora ar hatir khela dekhto,ধনী লোকেরা ঘোড়া আর হাতির খেলা দেখত,dhoni lokera ghora ar hatir khela dekhato,Mymensingh,Rich people used to watch horse and elephant games
যাতায়াতের প্রধান উপায় ছিল নৌকা,jatayater prodhan upay chilo nouka,যাতায়াতের প্রধান উপায় আসিল নৌকা,jatayater prodhan upay asilo nouka,Mymensingh,Boats were the main means of transportation
বড়ো বোনের ঘরে তার জন্যে ছোটো খাট দেওয়া হলো,boro boner ghore tar jonne choto khat deoya holo,বড় বইনের ঘরে হের লাইজ্ঞা ছোটো খাট দেওয়া হইলো,boro boiner ghore her laigga choto khat dewa hoilo,Mymensingh,A small bed was given for her in her elder sister's room
তার কাছে সব দেশের টাকা আছে,tar kache sob desher taka ache,তার কাসে বেগ দেশের টেহা আসে,tar kase beg desher teha ase,Mymensingh,He has money from all countries
সে তোকে কিছু উপহার দিলো না?,she toke kichu upohar dilo na?,হেয় তরে কিসু উপহার দিল না?,hey tore kisu upohar dilo na?,Mymensingh,Did he give you any gifts?
আম্মা নানাকে একটা চিঠি লিখছেন,amma nanake ekta cithi likhchen,আম্মা নানারে একটা চিঠি লিখসেন,amma nanare ekta cithi likhsen,Mymensingh,Mother is writing a letter to grandfather
আমাদের নামের প্রয়োজন হয় না,amader namer proyojon hoy na,আমরার নামের প্রয়োজন হয় না,amrar namer proyojon hoy na,Mymensingh,We don't need names
আমরা এমনিতেই পরিচয় রাখতে পারি,amra emnitei poricoy rakhte pari,আমরা এমনিতেই পরিচয় রাখতাম পারি,amra emnitei poricoy rakhtam pari,Mymensingh,We can already identify
 তোমাকে একটা উপহার দিতে চাই,tomake ekta upohar dite chai, তোমারে একটা উপহার দিতাম চাই,tomare ekta upohar ditam chai.,Mymensingh,I want to give you a gift
সেটি টেবিলের উপরে রাখা ছিল,sheti table er upore rakha chilo,হেইডা টেবিলের উপরে রাখা আসিল,heida table er upore rakha asilo,Mymensingh,It was placed on the table
আমার প্রিয় একটা বই হারিয়ে গেছে,amar priyo ekta boi hariye geche,আমার প্রিয় একটা বই হারায়া গেসে,amar priyo ekta boi haraya gese,Mymensingh,I lost one of my favorite books
ফোন করে জানাল,phone kore janalo,ফোন কইরা জানাইল,phone koira janailo,Mymensingh,Called and said
তার প্রিয় একটা বই হারিয়ে গেছে,tar priyo ekta boi hariye geche,হের প্রিয় একটা বই হারায়া গেসে,her priyo ekta boi haraya gese,Mymensingh,One of his favorite books is lost
কে নিয়েছে ?,ke niyeche ?,কেডা নিসে ?,keda nise ?,Mymensingh,Who took it?
সে ব্যাপারে নিশ্চিত নই,se bepare nishcito noi,ওই ব্যাপারে নিশ্চিত না,oi bepare nishcit na,Mymensingh,Not sure about that
সে হয়তো পড়ার জন্যই নিয়েছে,se hoyto porar jonnoi niyeche,হেয় হয়তো পড়ার লাইজ্ঞাই নিসে,hey hoyto porar laiggai nise,Mymensingh,He may have taken it for reading
কোনো ব্যাপারে নিশ্চিত না হয়ে কাউকে দোষ দেওয়া ঠিক নয়,kono bepare nishcito na hoye kauke dosh deoya thik noy,কোন ব্যাপারে নিশ্চিত না হয়া কাউরে দোষ দেওয়ন ঠিক না,kono bepare nishcit na hoya kaure dosh dewyon thik na,Mymensingh,It is not right to blame someone without being sure about something
"যে নিয়েছে, সে হয়তো পড়ার জন্যই নিয়েছে","je niyeche, se hoyto porar jonnoi niyeche","যে নিসে, হেয় হয়তো পড়ার লাইজ্ঞাই নিসে","je nise, hey hoyto porar laiggai nise",Mymensingh,"Whoever took it, may have taken it for reading"
বইটা পাওয়া যায় কি না,boita paoya jay ki na,বইটা পাওয়ন যায় কি না,boita pawyon jay ki na,Mymensingh,Is the book available?
বইটা পাওয়া গেছে,boita paoya geche,বইটা পাওয়ন গেসে,boita pawyon gese,Mymensingh,The book is found
বাবা বইটা বুকশেলফে তুলে রেখেছিলেন,baba boita bookshelf e tule rekhechilen,বাবা বইডা বুকশেলফে তুইল্লা রাখসিলেন,baba boida bookshelf e tuilla rakhsilen,Mymensingh,Dad kept the book on the bookshelf
তিনি বুঝতেও পারেননি,tini bujhteo parenni,হেয় বুঝতেও পারে নাই,hey bujhteo pare nai,Mymensingh,He didn't even understand
আর পারুলও না বুঝে অন্যদের দোষ দিচ্ছিল,ar parul o na bujhe onnoder dosh dicchillo,আর পারলও না বুঝে অন্যরারে দোষ দিতাসিল,ar parlo na bujhe onnorare dosh ditasilo ,Mymensingh,And Parul was blaming others without understanding
তুমি আমাকে দোষ দিচ্ছ কেন ?,tumi amake dosh diccho keno?,তুমি আমারে দোষ দিতাসো কেরে ?,tumi amare dosh ditaso kere?,Mymensingh,Why do you blame me?
সে রাতের ট্রেনে রাজশাহী থেকে রওনা দিয়েছিল,se rater train rajshahi theke rouna diyechilo,হেয় রাইতের ট্রেইনে রাজশাহী থাইক্কা রওনা দিসিল,hey raiter train e rajshahi thaikka rowna disilo,Mymensingh,He left Rajshahi by night train
এই প্রথম সে ঢাকায় এসেছে,ei prothom se dhakay eseche,এই প্রথম হেয় ঢাকাত আইসে,ei prothom hey dhakat aise,Mymensingh,This is the first time he has come to Dhaka
বাসায় যাওয়ার পথে ফ্লাইওভার দেখে হাবিব অবাক হয়ে গেল,basay jaoyar pothe flyover dekhe habib obak hoye gelo,বাসাত যাওনের পথে ফ্লাইওভার দেইক্ষা হাবিব অবাক হয়া গেল,basat jawner pothe flyover deikkha habib obak hoya gelo,Mymensingh,Habib was surprised to see the flyover on his way home
এটাকে তার মনে হলো দোতলা রাস্তা,etake tar mone holo dotola rasta,এইটারে হের মনে হইলো দুইতালা রাস্তা,eitare her mone hoilo duitala rasta,Mymensingh,He thought it was a two-story street
রাস্তার পাশে একটি ফুলের দোকান,rastar pashe ekti fuler dokan,রাস্তার পাশে একটা ফুলের দোকান,rastar pashe ekta ful er dokan,Mymensingh,A flower shop by the side of the road
নানা রকম ফুল থরে থরে সাজানো রয়েছে,nana rokom ful thore thore sajano royeche,নানা রকম ফুল থরে থরে সাজানো আসে,nana rokom ful thore thore sajano ase,Mymensingh,Various flowers are arranged in rows
তার ঠিক পাশেই একটা ফলের দোকান,tar thik pashei ekta foler dokan,তার ঠিক পাশেই একটা ফলের দোকান,tar thik pashei ekta foler dokan,Mymensingh,There is a fruit shop right next to it
সেখান থেকে বড়ো বোন কিছু পেয়ারা কিনল,sekhan theke boro bon kichu peyara kinlo,ওইহান থাইক্কা বড় বইন কিসু পেয়ারা কিনল,oihan thaikka boro boin kisu peyara kinlo,Mymensingh,The elder sister bought some guavas from there
